FBtr0475186	-	2L	+	7529	9484	51.432980	61.989746	119.639702
FBtr0078170	-	2L	-	9839	18570	0.0	0.000000	0.000000
FBtr0078171	-	2L	-	9839	18570	0.0	0.000000	0.000000
FBtr0078166	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078167	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078168	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078169	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306589	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306590	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306591	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0330655	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306592	-	2L	-	9839	21376	1.227569	1.479531	2.855483
FBtr0113008	-	2L	-	21823	25155	0.0	0.000000	0.000000
FBtr0309810	-	2L	+	21952	24237	0.852915	1.027978	1.983990
FBtr0078163	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0078164	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0113416	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309227	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309226	-	2L	-	25402	65404	0.0	0.000000	0.000000
FBtr0347585	-	2L	+	54817	55767	0.0	0.000000	0.000000
FBtr0345732	-	2L	+	65999	66242	0.0	0.000000	0.000000
FBtr0345733	-	2L	+	66318	66524	0.0	0.000000	0.000000
FBtr0306539	-	2L	+	66482	71390	0.0	0.000000	0.000000
FBtr0306538	-	2L	+	67043	71081	0.0	0.000000	0.000000
FBtr0306537	-	2L	+	67043	71390	0.0	0.000000	0.000000
FBtr0344053	-	2L	-	71039	73836	0.0	0.000000	0.000000
FBtr0306540	-	2L	+	71757	76211	0.0	0.000000	0.000000
FBtr0302164	-	2L	+	73485	76211	0.0	0.000000	0.000000
FBtr0331680	-	2L	+	73485	76211	0.0	0.000000	0.000000
FBtr0301733	-	2L	+	74129	76211	0.0	0.000000	0.000000
FBtr0330636	-	2L	+	102380	104142	0.0	0.000000	0.000000
FBtr0089437	-	2L	+	106903	114432	0.0	0.000000	0.000000
FBtr0089428	-	2L	+	107761	114210	0.0	0.000000	0.000000
FBtr0330656	-	2L	+	107761	114432	0.0	0.000000	0.000000
FBtr0089432	-	2L	+	107937	114210	0.0	0.000000	0.000000
FBtr0089431	-	2L	+	107937	114432	0.0	0.000000	0.000000
FBtr0089434	-	2L	+	108133	114432	0.0	0.000000	0.000000
FBtr0089435	-	2L	+	108133	114432	0.0	0.000000	0.000000
FBtr0089436	-	2L	+	109594	114210	0.0	0.000000	0.000000
