FBtr0475186	-	2L	+	7529	9484	0.462234	0.307535	0.766298
FBtr0078166	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078167	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078169	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306589	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306590	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0330655	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306591	-	2L	-	9839	21376	26.103134	17.367004	43.274113
FBtr0078170	-	2L	-	9839	18570	21.276711	14.155876	35.272804
FBtr0078168	-	2L	-	9839	21376	0.234894	0.156280	0.389410
FBtr0306592	-	2L	-	9839	21376	0.026192	0.017426	0.043421
FBtr0078171	-	2L	-	9839	18570	0.024576	0.016351	0.040742
FBtr0078163	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0113416	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309225	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309227	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309229	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309226	-	2L	-	25402	65404	0.0	0.000000	0.000000
FBtr0347585	-	2L	+	54817	55767	0.0	0.000000	0.000000
FBtr0309228	-	2L	-	25402	59268	0.490993	0.326669	0.813975
FBtr0078164	-	2L	-	25402	59268	0.297557	0.197971	0.493294
FBtr0345733	-	2L	+	66318	66524	0.0	0.000000	0.000000
FBtr0306538	-	2L	+	67043	71081	0.0	0.000000	0.000000
FBtr0306537	-	2L	+	67043	71390	0.0	0.000000	0.000000
FBtr0344053	-	2L	-	71039	73836	0.0	0.000000	0.000000
FBtr0306540	-	2L	+	71757	76211	0.0	0.000000	0.000000
FBtr0331680	-	2L	+	73485	76211	0.0	0.000000	0.000000
FBtr0306541	-	2L	+	76348	77783	0.0	0.000000	0.000000
FBtr0290323	-	2L	-	82421	87387	0.0	0.000000	0.000000
FBtr0330637	-	2L	-	82984	87387	0.0	0.000000	0.000000
FBtr0089436	-	2L	+	109594	114210	0.0	0.000000	0.000000
FBtr0100307	-	2L	-	116970	120631	0.0	0.000000	0.000000
FBtr0078157	-	2L	-	117079	120631	0.0	0.000000	0.000000
FBtr0100308	-	2L	-	117079	120631	0.0	0.000000	0.000000
FBtr0100309	-	2L	-	117079	120631	0.0	0.000000	0.000000
FBtr0330646	-	2L	-	117079	120631	0.0	0.000000	0.000000
FBtr0078158	-	2L	-	117079	120742	0.0	0.000000	0.000000
FBtr0078156	-	2L	-	117079	121754	0.0	0.000000	0.000000
FBtr0100310	-	2L	-	117174	120631	0.0	0.000000	0.000000
FBtr0078154	-	2L	-	122624	129245	0.0	0.000000	0.000000
FBtr0078153	-	2L	-	122624	130791	0.0	0.000000	0.000000
FBtr0078155	-	2L	-	122624	130791	0.0	0.000000	0.000000
FBtr0336836	-	2L	+	135402	136128	0.0	0.000000	0.000000
FBtr0336837	-	2L	+	136144	136701	0.0	0.000000	0.000000
FBtr0346127	-	2L	-	138384	139588	0.0	0.000000	0.000000
FBtr0302194	-	2L	-	138384	140992	0.0	0.000000	0.000000
FBtr0302196	-	2L	-	138384	140992	0.0	0.000000	0.000000
FBtr0302195	-	2L	-	139446	140992	0.0	0.000000	0.000000
FBtr0330644	-	2L	-	141077	142572	0.0	0.000000	0.000000
FBtr0300987	-	2L	-	141077	143091	0.0	0.000000	0.000000
FBtr0330643	-	2L	-	144231	153300	0.0	0.000000	0.000000
FBtr0330642	-	2L	+	155089	156030	0.0	0.000000	0.000000
FBtr0301886	-	2L	+	155335	156030	0.0	0.000000	0.000000
FBtr0330640	-	2L	+	155335	156030	0.0	0.000000	0.000000
FBtr0078122	-	2L	+	159032	201588	0.0	0.000000	0.000000
FBtr0306341	-	2L	+	159032	201588	0.0	0.000000	0.000000
FBtr0330652	-	2L	+	159032	201588	0.0	0.000000	0.000000
FBtr0332336	-	2L	+	159032	203250	0.0	0.000000	0.000000
FBtr0078146	-	2L	-	204743	207297	0.0	0.000000	0.000000
FBtr0308254	-	2L	-	210735	250823	0.0	0.000000	0.000000
FBtr0336984	-	2L	+	219651	220050	0.0	0.000000	0.000000
FBtr0336985	-	2L	+	223519	224708	0.0	0.000000	0.000000
FBtr0336986	-	2L	+	228037	228588	0.0	0.000000	0.000000
FBtr0309764	-	2L	-	232166	232253	0.0	0.000000	0.000000
FBtr0078126	-	2L	+	232487	234208	0.0	0.000000	0.000000
FBtr0304343	-	2L	-	243035	243141	0.0	0.000000	0.000000
FBtr0304344	-	2L	-	243055	243076	0.0	0.000000	0.000000
FBtr0472777	-	2L	-	243096	243118	0.0	0.000000	0.000000
FBtr0336987	-	2L	+	248909	249812	0.0	0.000000	0.000000
FBtr0336989	-	2L	-	252589	254750	0.0	0.000000	0.000000
FBtr0336988	-	2L	+	262203	263003	0.0	0.000000	0.000000
FBtr0078127	-	2L	+	269088	271626	0.0	0.000000	0.000000
FBtr0330648	-	2L	-	274740	277212	0.0	0.000000	0.000000
FBtr0113009	-	2L	-	283385	291795	0.0	0.000000	0.000000
FBtr0343778	-	2L	-	283385	291795	0.0	0.000000	0.000000
FBtr0347594	-	2L	+	283807	284255	0.0	0.000000	0.000000
FBtr0347595	-	2L	+	286383	288292	0.0	0.000000	0.000000
FBtr0331207	-	2L	+	301706	305233	0.0	0.000000	0.000000
FBtr0330673	-	2L	+	305935	346255	0.0	0.000000	0.000000
FBtr0329830	-	2L	-	308537	309348	0.0	0.000000	0.000000
FBtr0330674	-	2L	+	310200	346255	0.0	0.000000	0.000000
FBtr0078048	-	2L	+	310200	346541	0.0	0.000000	0.000000
FBtr0078050	-	2L	+	310200	347927	0.0	0.000000	0.000000
FBtr0078052	-	2L	+	322101	323091	0.0	0.000000	0.000000
FBtr0330695	-	2L	-	325522	329761	0.0	0.000000	0.000000
FBtr0330696	-	2L	-	327429	329761	0.0	0.000000	0.000000
FBtr0078096	-	2L	-	329910	332335	0.0	0.000000	0.000000
FBtr0078095	-	2L	-	355565	357874	0.0	0.000000	0.000000
FBtr0345774	-	2L	+	355663	356891	0.0	0.000000	0.000000
FBtr0345775	-	2L	+	357329	358174	0.0	0.000000	0.000000
FBtr0078053	-	2L	+	378112	387439	0.0	0.000000	0.000000
FBtr0329831	-	2L	+	396120	396571	0.0	0.000000	0.000000
FBtr0331204	-	2L	-	396595	402054	0.0	0.000000	0.000000
FBtr0078057	-	2L	+	421771	422489	0.0	0.000000	0.000000
FBtr0078058	-	2L	+	422873	425321	0.0	0.000000	0.000000
FBtr0329832	-	2L	+	431227	448701	0.0	0.000000	0.000000
FBtr0329833	-	2L	+	439539	440104	0.0	0.000000	0.000000
FBtr0331233	-	2L	-	448254	453024	0.0	0.000000	0.000000
FBtr0078088	-	2L	-	448716	453024	0.0	0.000000	0.000000
FBtr0078061	-	2L	+	455531	458745	0.0	0.000000	0.000000
FBtr0331230	-	2L	+	455531	458745	0.0	0.000000	0.000000
FBtr0331231	-	2L	+	455531	458745	0.0	0.000000	0.000000
FBtr0310035	-	2L	-	458876	471555	0.0	0.000000	0.000000
FBtr0333012	-	2L	+	476220	540532	0.0	0.000000	0.000000
FBtr0333013	-	2L	+	476220	540532	0.0	0.000000	0.000000
FBtr0310030	-	2L	-	476446	479688	0.0	0.000000	0.000000
FBtr0347591	-	2L	-	500873	502236	0.0	0.000000	0.000000
FBtr0078063	-	2L	+	523466	540560	0.0	0.000000	0.000000
FBtr0329895	-	2L	+	523736	540560	0.0	0.000000	0.000000
FBtr0310028	-	2L	-	540599	542580	0.0	0.000000	0.000000
FBtr0078064	-	2L	+	545129	547096	0.0	0.000000	0.000000
FBtr0112854	-	2L	-	547016	549502	0.0	0.000000	0.000000
