FBtr0475186	-	2L	+	7529	9484	51.843086	50.786350	75.254364
FBtr0078170	-	2L	-	9839	18570	0.0	0.000000	0.000000
FBtr0078171	-	2L	-	9839	18570	0.0	0.000000	0.000000
FBtr0078166	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078167	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078168	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0078169	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306589	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306590	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306591	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0330655	-	2L	-	9839	21376	0.0	0.000000	0.000000
FBtr0306592	-	2L	-	9839	21376	1.363845	1.336045	1.979730
FBtr0113008	-	2L	-	21823	25155	0.0	0.000000	0.000000
FBtr0309810	-	2L	+	21952	24237	0.408072	0.399754	0.592349
FBtr0078163	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0113416	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309225	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309227	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309229	-	2L	-	25402	59268	0.0	0.000000	0.000000
FBtr0309226	-	2L	-	25402	65404	0.0	0.000000	0.000000
FBtr0309228	-	2L	-	25402	59268	0.641773	0.628692	0.931585
FBtr0078164	-	2L	-	25402	59268	0.210859	0.206561	0.306079
FBtr0347585	-	2L	+	54817	55767	0.957939	0.938413	1.390525
FBtr0345733	-	2L	+	66318	66524	0.0	0.000000	0.000000
FBtr0306536	-	2L	+	67043	71081	0.0	0.000000	0.000000
FBtr0306538	-	2L	+	67043	71081	0.0	0.000000	0.000000
FBtr0078100	-	2L	+	67043	71390	0.0	0.000000	0.000000
FBtr0306537	-	2L	+	67043	71390	0.0	0.000000	0.000000
FBtr0344052	-	2L	-	71039	73836	0.0	0.000000	0.000000
FBtr0344053	-	2L	-	71039	73836	0.0	0.000000	0.000000
FBtr0306540	-	2L	+	71757	76211	0.0	0.000000	0.000000
